Kode Produk,Barcode,Nama Produk,Kategori,Vendor,PIC,Satuan,UOM DC,UOM Store,Konversi Store
LB1868,89686010947,MIE INDOMIE GORENG,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1862,89686043204,MIE INDOMIE GORENG ACEH,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1860,89686043433,MIE INDOMIE GORENG AYAM GEPREK,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1858,,MIE INDOMIE GORENG AYAM POP,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB0174,,MIE INDOMIE GORENG KEBAB RENDANG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1865,89686910704,MIE INDOMIE GORENG RENDANG,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB2171,89686010015,MIE INDOMIE KUAH AYAM BAWANG,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1870,89686010046,MIE INDOMIE KUAH AYAM SPESIAL,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB5444,,MIE INDOMIE KUAH HYPE ABIS BANGLAHDESE KARI,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 40.00 PCS,40
LB2170,89686043495,MIE INDOMIE KUAH HYPE ABIS SEBLAK HOT JELETOT,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB0067,,MIE INDOMIE KUAH KALDU AYAM,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1867,89686010527,MIE INDOMIE KUAH KARI AYAM,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1863,89686010343,MIE INDOMIE KUAH SOTO,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1861,89686910384,MIE INDOMIE KUAH SOTO SPECIAL,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1619,8994291101046,MIE KUDA MENJANGAN 200GR,Sembako,CV LANDAHUR,M KHOIRUL UMAM,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB2098,8994291500207,MIE KUDA MENJANGAN HOFUN 200GR,Sembako,CV LANDAHUR,M KHOIRUL UMAM,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB1866,,MIE SARIMI GORENG ISI 2 AYAM KECAP,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB2397,,MIE SARIMI ISI 2 SOTO KOYA 112GR,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB6754,,MIE SEDAAP AYAM JERIT 77g,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 40.00 PCS,40
LB1414,8998866200318,MIE SEDAP AYAM BAWANG,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB2858,,MIE SEDAP BAKED GORENG 87GR,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB2857,,MIE SEDAP BAKED KUAH SOTO 76GR,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0724,8998866200301,MIE SEDAP GORENG,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1332,8998866203227,MIE SEDAP GORENG AYAM BAKAR LIMAU,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1333,,MIE SEDAP GORENG SALERO PADANG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1987,8998866202343,MIE SEDAP KOREAN SPICY,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB1327,8998866200578,MIE SEDAP RASA KARI SPESIAL,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB0289,,MIE SEDAP SELECTION KOREAN CHEESE BULDAK,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB0725,8998866200325,MIE SEDAP SOTO,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB5968,,MIE SEDAP STYLE OF SINGAPORE SPICY LAKSA,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 40.00 PCS,40
LB0299,,MIE SEDAP TASTY RASA BAKMI AYAM,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0301,,MIE SEDAP TASTY RASA BAKMI AYAM GEPREK MATAH,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0300,,MIE SEDAP TASTY RASA BEEF YAKINIKU,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB3104,8998866203272,MIE SUKSES ISI 2 AYAM GEPREK,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1318,8998866201667,MIE SUKSES ISI 2 GORENG RASA AYAM KECAP,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1317,8998866200882,MIE SUKSES ISI 2 GORENG RASA AYAM KREMES,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1316,8998866613262,MIE SUKSES ISI 2 KUAH RASA SOTO,Sembako,PT INTI NIAGA PRANASARI BJN,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1913,,MIE SUPERIOR SPIDER 270GR,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB1857,89686000108,MIE TELUR CAP TIGA AYAM 120GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB2040,8997010170002,MIE TELUR GELUNG CAP IKAN PAUS 500GR,Sembako,CV. ADIYAGTRA,ADITYA,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB4536,,MIKA BOX SQUARE PET 16OZ,Oprasional,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 1.00 DUS,1
LB5654,,MIKA BULAT ISI 5,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 100.00 PCS,100
LB5657,,MIKA ISI 4 LANCAR GAJAH,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 100.00 PCS,100
LB0370,8992696523081,MILO 110,Minuman,PT PANCA BAKTI MULIA,M ROISUL ANAM,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 PCS,36
LB0371,8992696523067,MILO 180,Minuman,PT PANCA BAKTI MULIA,M ROISUL ANAM,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 PCS,36
LB0854,8992696428287,MILO COMBO,Snack,PT PANCA BAKTI MULIA,M ROISUL ANAM,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4765,8992696521797,MILO SERBUK 22GR,Sembako,GROSIR,M MUJAHIDIN,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB4566,,MINI OREO ORIGINAL 61.3gr,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0372,8992761166038,MINUTE MAID PULPY ORANGE,Minuman,COCA COLA,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB8080,,MINYAK CURAH,Sembako,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB6917,8993379256517,MINYAK GORENG ALIBABA BANTAL 1L,Sembako,PT MILI SEGORO BEJO,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB7631,,MINYAK GORENG AMAGO 500ML,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 24.00 PCS,24
LB6671,18993379288096,MINYAK GORENG AMAGO REFILL 1.5L,Sembako,PT. BUKIT INTI MAKMUR ABADI,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 6.00 PCS,6
LB6787,18993379283664,MINYAK GORENG AMAGO REFILL 2L,Sembako,PT. BUKIT INTI MAKMUR ABADI,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 6.00 PCS,6
LB1783,,MINYAK GORENG BIMOLI REFILL 1L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1753,,MINYAK GORENG BIMOLI REFILL 2L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 6.00 PCS,6
LB6923,5806923,MINYAK GORENG BOTOL GM MAS KITA 1L,Sembako,CV SUMBER REJEKI,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB4198,,MINYAK GORENG EMAS KITA 800ML,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB3248,,MINYAK GORENG FERMINA 800ml,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1027,,MINYAK GORENG FILMA 1 L REFIL,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1376,,MINYAK GORENG FILMA 2L REFIL,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 6.00 PCS,6
LB3726,,MINYAK GORENG FORTUNE 18 LT,MATERIAL PRODUKSI,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 1.00 DUS,1
LB0990,8998225800012,MINYAK GORENG FORTUNE BANTAL 1L,Sembako,PT SUBUR MITRA SUKSES,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB5693,,MINYAK GORENG GADING SAKTI 700ML,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0293,,MINYAK GORENG GADING SAKTI 900ml,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB6816,5806816,MINYAK GORENG GM MAS KITA 800ML,Sembako,CV SUMBER REJEKI,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB5971,5805971,MINYAK GORENG GRACIA 400ml,Sembako,CV IMANUEL INDONESIA,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 24.00 PCS,24
LB2295,5802295,MINYAK GORENG GRACIA 800ml,Sembako,CV IMANUEL INDONESIA,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB3004,,MINYAK GORENG INL 900ml,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0709,,MINYAK GORENG KITA BANTAL 1L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB2393,,MINYAK GORENG KITA BOTOL 1L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB2378,,MINYAK GORENG KITA REFIL 1L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1379,,MINYAK GORENG KITA REFILL 2L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 6.00 PCS,6
LB5288,,MINYAK GORENG KUSUMA 800ML,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB6918,5806918,MINYAK GORENG M.KITA 800ML,Sembako,CV SUMBER REJEKI,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB1289,,MINYAK GORENG MASKU 1L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0831,,MINYAK GORENG NERISSA 800ml,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB6830,5806830,MINYAK GORENG REFILL GM MAS 1L,Sembako,CV SUMBER REJEKI,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB3000,,MINYAK GORENG RIZKI 800ml,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB4720,,MINYAK GORENG ROSE BRAND 500ML,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 24.00 PCS,24
LB0723,,MINYAK GORENG SABRINA 1L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1078,,MINYAK GORENG SABRINA 2L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 6.00 PCS,6
LB0751,,MINYAK GORENG SANKY 800ml,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1136,,MINYAK GORENG SUNCO 1L,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1206,8993379500238,MINYAK GORENG SUNCO 2L,Sembako,PT. BUKIT INTI MAKMUR ABADI,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 6.00 PCS,6
LB1092,8993093665473,MINYAK GORENG TAWON 900ML,Sembako,PT. SUNGAI BUDI,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB6102,8993093670132,MINYAK GORENG TAWON BOTOL 800ML,Sembako,PT. SUNGAI BUDI,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB0828,,MINYAK GORENG VALMACO 800ml,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0507,,MINYAK GORENG VIOLA 800ml,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB5048,,MINYAK GOSOK CAP TAWON 20ML,Kebutuhan,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0465,,MINYAK KAYU PUTIH CAP ELANG 120ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB4671,,MINYAK KAYU PUTIH CAP ELANG 15ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB0466,,MINYAK KAYU PUTIH CAP ELANG 30ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB0467,,MINYAK KAYU PUTIH CAP ELANG 60ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB0462,,MINYAK TELON CAP ELANG 100ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB4673,,MINYAK TELON CAP ELANG 15ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB0464,,MINYAK TELON CAP ELANG 30ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB0463,,MINYAK TELON CAP ELANG 60ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB0687,,MINYAK TELON CAP ELANG PLUS 15ml,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB4672,,MINYAK TELON CAP ELANG PLUS 30ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB4662,,MINYAK URUT GPU 30ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2043,8719142959559,MINYAK WIJEN SRITI 150 ML,Sembako,CV. ADIYAGTRA,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7101,8997017563074,MISTER MAX OTAK-OTAK IKAN 250gr,Frozen food,PT BOLESCA FOODINDO,MOHAMMAD AMINUDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7040,8997017562947,MISTER MAX SOSIS BAKAR 14 500gr,Frozen food,PT BOLESCA FOODINDO,MOHAMMAD AMINUDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7039,8997017562916,MISTER MAX SOSIS BAKAR 8 500gr,Frozen food,PT BOLESCA FOODINDO,MOHAMMAD AMINUDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4809,18993004788663,MISTER POTATO BBQ 85GR,Snack,PT SUKANDA DJAYA,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 24.00 PCS,24
LB1069,,MISTER POTATO CRIPS BBQ,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 14.00 PCS,14
LB1096,,MISTER POTATO ORIGINAL,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 14.00 PCS,14
LB4812,18993004788656,MISTER POTATO ORIGINAL 85GR,Snack,PT SUKANDA DJAYA,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 24.00 PCS,24
LB4811,18993004788687,MISTER POTATO RUMPUT LAUT 85GR,Snack,PT SUKANDA DJAYA,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 24.00 PCS,24
LB1102,,MISTER POTATO SAPI PANGGANG,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 14.00 PCS,14
LB4810,18993004788670,MISTER POTATO SAPI PANGGANG 85GR,Snack,PT SUKANDA DJAYA,MOHAMMAD AMINUDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 24.00 PCS,24
LB4656,,MIXAGRIP FLU,Kebutuhan,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 25.00 TABLET,25
LB4657,,MIXAGRIP FLU DAN BATUK,Kebutuhan,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 25.00 TABLET,25
LB0343,,MLINJO MANIS SUKA HATI 5KG,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB0347,,MLINJOPEDAS SUKA HATI 5KG,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB0377,,MOGU-MOGU ANGGUR,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0378,,MOGU-MOGU COCONUT,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0379,,MOGU-MOGU JERUK,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0380,,MOGU-MOGU LECI,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0381,,MOGU-MOGU MANGGA,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0382,,MOGU-MOGU MELON,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1298,,MOGU-MOGU SIRSAK,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0383,,MOGU-MOGU STRAWBERRY,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB6040,8993163505128,MOLANG FAVOUR 200 SHEETS,Kebutuhan,PT AMARIS TIRTA PRATAMA,PRASETYO PAMBUDI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4700,8999999609047,MOLTO PEWANGI BLUE 10ML,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 13.00 PCS,13
LB0068,,MOLTO PEWANGI BLUE 18ml,Kebutuhan,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 RENTENG,36
LB4699,,MOLTO PEWANGI PINK 10ML,Kebutuhan,,,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 13.00 PCS,13
LB0102,,MOLTO PEWANGI PINK 22ml,Kebutuhan,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 RENTENG,36
LB0081,,MOLTO PEWANGI PINK 780ml,Kebutuhan,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0386,,MORISAN MANIS BAGELAN ISI 8,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0387,,MORISAN MANIS BOND-BOND,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0388,,MORISAN MANIS COMBINASI,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0389,,MORISAN MANIS CREAM KEJU,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1293,,MORISAN MANIS CREAM KOTAK,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0384,,MORISAN MANIS JUMBO COKELAT,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0390,,MORISAN MANIS JUMBO KASUR,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0391,,MORISAN MANIS MIKA BULAT,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0393,,MORISAN MANIS SPESIAL JUMBO,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1662,,MORISAN MANIS SUPER JUMBO,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0395,,MORISAN PISANG COKELAT,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0385,,MORISAN SEMIR BAGELAN ISI 6,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0396,,MORISAN SEMIR RASA COKLAT,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1756,,MORISAN TAWAR SUSU,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0399,,MORISAN TAWAR SUSU BULAT,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0400,,MORISAN TAWAR SUSU CASINO,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0401,,MORISAN TAWAR SUSU KUPAS,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0402,,MORISAN TAWAR SUSU SPESIAL,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5370,,MORISCA KUE LAPIS LEGIT ORIGINAL 365GR,Snack,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 10.00 PCS,10
LB6035,,MY BABY MINYAK TELON PLUS 150ML,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB6034,,MY BABY MINYAK TELON PLUS 90ML,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB6033,,MY BABY POWDER NOURISH & SMOOTH 90GR,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0950,,MY CUP CHOCO STAWBERRY,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 PCS,36
LB0431,8993175535250,NABATI BOX COKLAT,Snack,PT. Pinus Merah Abadi,M ROISUL ANAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PACK,12
LB0432,8993175537810,NABATI BOX KEJU,Snack,PT. Pinus Merah Abadi,M ROISUL ANAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PACK,12
LB0181,8993175531979,NABATI SIIP COKLAT,Snack,PT. Pinus Merah Abadi,M ROISUL ANAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 15.00 BOX,15
LB0182,8993175531986,NABATI SIIP JAGUNG,Snack,PT. Pinus Merah Abadi,M ROISUL ANAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 15.00 BOX,15
LB0183,8993175531993,NABATI SIIP KEJU,Snack,PT. Pinus Merah Abadi,M ROISUL ANAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 15.00 BOX,15
LB4288,8993175557733,NABATI WAFER COKLAT 100GR,Snack,PT. Pinus Merah Abadi,M ROISUL ANAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 30.00 PCS,30
LB4289,8993175557580,NABATI WAFER KEJU 100GR,Snack,PT. Pinus Merah Abadi,M ROISUL ANAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 30.00 PCS,30
LB0447,,NARAYA PUTIH,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB3227,,NARCISSUS JAMUR KANCING 425g,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
